cluster	gene
ventral progenitors and neurons 4	BAZ1A
ventral progenitors and neurons 4	NIN
ventral progenitors and neurons 4	RAB3IP
ventral progenitors and neurons 4	MCL1
ventral progenitors and neurons 4	DHRS7
ventral progenitors and neurons 4	TMEM161B-AS1
ventral progenitors and neurons 4	HNRNPA1L2
ventral progenitors and neurons 4	SHFM1
ventral progenitors and neurons 4	SPAG9
ventral progenitors and neurons 4	C8orf59
ventral progenitors and neurons 4	FOXN3
ventral progenitors and neurons 4	CNTFR
ventral progenitors and neurons 4	DPYSL3
ventral progenitors and neurons 4	MZT2B
ventral progenitors and neurons 4	CERS6
ventral progenitors and neurons 4	JUNB
ventral progenitors and neurons 4	DBI
ventral progenitors and neurons 4	TOP2B
ventral progenitors and neurons 4	DAAM1
ventral progenitors and neurons 4	HMGN2
ventral progenitors and neurons 4	HSPB1
ventral progenitors and neurons 4	TCF12
ventral progenitors and neurons 4	FBLN1
ventral progenitors and neurons 4	SRI
ventral progenitors and neurons 4	H1FX
ventral progenitors and neurons 4	TFDP2
ventral progenitors and neurons 4	NOVA1
ventral progenitors and neurons 4	PEG10
ventral progenitors and neurons 4	RPN2
ventral progenitors and neurons 4	RIC3
ventral progenitors and neurons 4	GPC4
ventral progenitors and neurons 4	SIRT2
G2M/S NPCs	UBE2C
G2M/S NPCs	HMGB2
G2M/S NPCs	TOP2A
G2M/S NPCs	CENPF
G2M/S NPCs	NUSAP1
G2M/S NPCs	TUBB4B
G2M/S NPCs	CCNB1
G2M/S NPCs	CDC20
G2M/S NPCs	TUBA1B
G2M/S NPCs	CDK1
G2M/S NPCs	CKS2
G2M/S NPCs	BIRC5
G2M/S NPCs	CCNB2
G2M/S NPCs	CTGF
G2M/S NPCs	PBK
G2M/S NPCs	CCNA2
G2M/S NPCs	HMGN2
G2M/S NPCs	TYMS
G2M/S NPCs	SMC4
G2M/S NPCs	TTYH1
G2M/S NPCs	TPX2
G2M/S NPCs	MKI67
G2M/S NPCs	PRC1
G2M/S NPCs	PLK1
G2M/S NPCs	H2AFX
G2M/S NPCs	CKS1B
G2M/S NPCs	MAD2L1
G2M/S NPCs	NUF2
G2M/S NPCs	AURKB
G2M/S NPCs	GTSE1
G2M/S NPCs	CDCA8
G2M/S NPCs	UBE2T
G2M/S NPCs	SGOL2
G2M/S NPCs	H2AFZ
G2M/S NPCs	CENPE
G2M/S NPCs	RRM2
G2M/S NPCs	FAM64A
G2M/S NPCs	NEK2
G2M/S NPCs	KIF2C
G2M/S NPCs	CDCA3
G2M/S NPCs	TACC3
G2M/S NPCs	SOX3
G2M/S NPCs	KIFC1
G2M/S NPCs	HMGB1
G2M/S NPCs	KIF22
G2M/S NPCs	SGOL1
G2M/S NPCs	CENPA
G2M/S NPCs	CENPK
G2M/S NPCs	NDC80
G2M/S NPCs	HJURP
G2M/S NPCs	SPC25
G2M/S NPCs	RACGAP1
G2M/S NPCs	DEPDC1B
G2M/S NPCs	KIF23
G2M/S NPCs	CDCA5
G2M/S NPCs	ZIC1
G2M/S NPCs	CKAP2L
G2M/S NPCs	TTK
G2M/S NPCs	PRR11
G2M/S NPCs	MXD3
G2M/S NPCs	NCAPG
G2M/S NPCs	FAM181A
G2M/S NPCs	KIF15
G2M/S NPCs	KIF20A
G2M/S NPCs	MELK
G2M/S NPCs	ASF1B
G2M/S NPCs	PTX3
G2M/S NPCs	SPAG5
G2M/S NPCs	RSPO1
G2M/S NPCs	PAX3
G2M/S NPCs	ZWINT
G2M/S NPCs	PSRC1
G2M/S NPCs	KPNA2
G2M/S NPCs	CKAP2
G2M/S NPCs	CDCA2
G2M/S NPCs	VIM
G2M/S NPCs	ASPM
G2M/S NPCs	FAM83D
G2M/S NPCs	HES4
G2M/S NPCs	BORA
G2M/S NPCs	MIS18BP1
G2M/S NPCs	CDKN3
G2M/S NPCs	DLGAP5
G2M/S NPCs	RAD51AP1
G2M/S NPCs	NUAK2
G2M/S NPCs	NES
G2M/S NPCs	FBXO5
G2M/S NPCs	ODF2
G2M/S NPCs	KIF18A
G2M/S NPCs	CDC25C
G2M/S NPCs	MND1
G2M/S NPCs	HMMR
G2M/S NPCs	PTTG1
G2M/S NPCs	NCAPH
G2M/S NPCs	TROAP
G2M/S NPCs	SPC24
G2M/S NPCs	KIF4A
G2M/S NPCs	KIF11
G2M/S NPCs	SMC2
G2M/S NPCs	CRB2
G2M/S NPCs	CENPN
G2M/S NPCs	GPSM2
G2M/S NPCs	ORC6
G2M/S NPCs	OIP5
G2M/S NPCs	SKA1
G2M/S NPCs	PKM
G2M/S NPCs	LMNB1
G2M/S NPCs	PLAGL1
G2M/S NPCs	KIAA1524
G2M/S NPCs	WNT7B
G2M/S NPCs	RFX4
G2M/S NPCs	FOXM1
G2M/S NPCs	KIAA0101
G2M/S NPCs	AURKA
G2M/S NPCs	CENPH
G2M/S NPCs	CNN3
G2M/S NPCs	RTKN2
G2M/S NPCs	GMNN
G2M/S NPCs	H2AFV
G2M/S NPCs	SPA17
G2M/S NPCs	VCAM1
G2M/S NPCs	ZFP36L1
G2M/S NPCs	NR2E1
G2M/S NPCs	ZNF503
G2M/S NPCs	TK1
G2M/S NPCs	CENPU
G2M/S NPCs	WLS
G2M/S NPCs	KIF20B
G2M/S NPCs	KNSTRN
G2M/S NPCs	SPARC
G2M/S NPCs	POC1A
G2M/S NPCs	CYR61
G2M/S NPCs	SKA3
G2M/S NPCs	DTYMK
G2M/S NPCs	LIX1
G2M/S NPCs	CEP55
G2M/S NPCs	RP3-395M20.12
G2M/S NPCs	CDC25B
G2M/S NPCs	UHRF1
G2M/S NPCs	CASC5
G2M/S NPCs	CENPM
G2M/S NPCs	ODC1
G2M/S NPCs	CDK2
G2M/S NPCs	TMSB15A
G2M/S NPCs	RHNO1
G2M/S NPCs	ARHGAP11A
G2M/S NPCs	RRM1
G2M/S NPCs	ESCO2
G2M/S NPCs	CCDC34
G2M/S NPCs	TMPO
G2M/S NPCs	ECT2
G2M/S NPCs	BUB3
G2M/S NPCs	NTRK2
G2M/S NPCs	BTG3
G2M/S NPCs	HNRNPA2B1
G2M/S NPCs	MZT1
G2M/S NPCs	CENPW
G2M/S NPCs	TMEM106C
G2M/S NPCs	CDCA4
G2M/S NPCs	BUB1B
G2M/S NPCs	PIM1
G2M/S NPCs	RCN1
G2M/S NPCs	GAS2L3
G2M/S NPCs	ISYNA1
G2M/S NPCs	ANP32B
G2M/S NPCs	TUBB
G2M/S NPCs	RAN
G2M/S NPCs	DEK
G2M/S NPCs	KIF14
G2M/S NPCs	PAX6
G2M/S NPCs	VEPH1
G2M/S NPCs	RFC5
G2M/S NPCs	NMU
G2M/S NPCs	BUB1
G2M/S NPCs	DNAJC9
G2M/S NPCs	ATAD2
G2M/S NPCs	JAM2
G2M/S NPCs	DEPDC1
G2M/S NPCs	RNF26
G2M/S NPCs	BRCA1
G2M/S NPCs	PARPBP
G2M/S NPCs	MSI1
G2M/S NPCs	ARL6IP6
G2M/S NPCs	SAE1
G2M/S NPCs	CD99
G2M/S NPCs	KMT5A
G2M/S NPCs	MCM7
G2M/S NPCs	EZH2
G2M/S NPCs	DHFR
G2M/S NPCs	PTBP1
G2M/S NPCs	HNRNPA1
G2M/S NPCs	RNASEH2A
G2M/S NPCs	DSN1
G2M/S NPCs	H2AFY
G2M/S NPCs	DBF4
G2M/S NPCs	NDE1
G2M/S NPCs	CKB
G2M/S NPCs	RBMX
G2M/S NPCs	PDLIM3
G2M/S NPCs	GAPDH
G2M/S NPCs	IDH2
G2M/S NPCs	LHFP
G2M/S NPCs	NUP37
G2M/S NPCs	NCAPD2
G2M/S NPCs	GNG5
G2M/S NPCs	FANCD2
G2M/S NPCs	HN1L
G2M/S NPCs	ERH
G2M/S NPCs	TMBIM6
G2M/S NPCs	TUBB6
G2M/S NPCs	UBE2S
G2M/S NPCs	TIMELESS
G2M/S NPCs	FANCI
G2M/S NPCs	PCNA
G2M/S NPCs	GINS4
G2M/S NPCs	IGDCC3
G2M/S NPCs	PTGES3
G2M/S NPCs	PXMP2
G2M/S NPCs	CMTM3
G2M/S NPCs	ZEB1
G2M/S NPCs	BARD1
G2M/S NPCs	ELAVL1
G2M/S NPCs	LIG1
G2M/S NPCs	ATF3
G2M/S NPCs	CALM2
G2M/S NPCs	RAD21
G2M/S NPCs	ARL4A
G2M/S NPCs	WDR34
G2M/S NPCs	SRSF9
G2M/S NPCs	GGH
G2M/S NPCs	FEN1
G2M/S NPCs	MGME1
G2M/S NPCs	DDX39A
G2M/S NPCs	ID3
G2M/S NPCs	RFC4
G2M/S NPCs	HMGA2
G2M/S NPCs	GINS2
G2M/S NPCs	RPA1
G2M/S NPCs	FZD2
G2M/S NPCs	CXCR4
G2M/S NPCs	CAPN2
G2M/S NPCs	CCND1
G2M/S NPCs	SRSF3
G2M/S NPCs	RPA2
G2M/S NPCs	PHGDH
G2M/S NPCs	NUCKS1
G2M/S NPCs	SEPT2
G2M/S NPCs	DCXR
G2M/S NPCs	CLSPN
G2M/S NPCs	YBX1
G2M/S NPCs	PSAT1
G2M/S NPCs	CHAF1A
G2M/S NPCs	RPA3
G2M/S NPCs	USP1
G2M/S NPCs	ILF2
G2M/S NPCs	HES1
G2M/S NPCs	LBR
G2M/S NPCs	VRK1
G2M/S NPCs	MID1
G2M/S NPCs	ITGB3BP
G2M/S NPCs	ACTB
G2M/S NPCs	GLO1
G2M/S NPCs	ARL6IP1
G2M/S NPCs	HAT1
G2M/S NPCs	RP11-620J15.3
G2M/S NPCs	CMC2
G2M/S NPCs	MCM10
G2M/S NPCs	SKA2
G2M/S NPCs	KIF5B
G2M/S NPCs	HMGN5
G2M/S NPCs	ACTL6A
G2M/S NPCs	HMGB3
G2M/S NPCs	LSM4
G2M/S NPCs	FADS1
G2M/S NPCs	RBBP7
G2M/S NPCs	CCNG1
G2M/S NPCs	C12orf75
G2M/S NPCs	DAP
G2M/S NPCs	RCC1
G2M/S NPCs	EEF1D
G2M/S NPCs	MCM2
G2M/S NPCs	ANXA5
G2M/S NPCs	ANP32E
G2M/S NPCs	AKR7A2
G2M/S NPCs	BANF1
G2M/S NPCs	IFT22
G2M/S NPCs	CKAP5
G2M/S NPCs	TPBG
G2M/S NPCs	MAPK1IP1L
G2M/S NPCs	HNRNPDL
G2M/S NPCs	RANBP1
G2M/S NPCs	CHEK1
G2M/S NPCs	CDO1
G2M/S NPCs	ID1
G2M/S NPCs	P4HB
G2M/S NPCs	HIST1H4C
G2M/S NPCs	GPX4
G2M/S NPCs	ATP5G2
G2M/S NPCs	SRSF2
G2M/S NPCs	PIF1
G2M/S NPCs	FKBP10
G2M/S NPCs	HNRNPA0
G2M/S NPCs	NONO
G2M/S NPCs	HDAC1
G2M/S NPCs	NSMCE4A
G2M/S NPCs	SSRP1
G2M/S NPCs	TXNDC12
G2M/S NPCs	CYB5B
G2M/S NPCs	GPC3
G2M/S NPCs	LSM5
G2M/S NPCs	HNRNPK
G2M/S NPCs	FDPS
G2M/S NPCs	FGFBP3
G2M/S NPCs	PDLIM7
G2M/S NPCs	RGMA
G2M/S NPCs	GLUL
G2M/S NPCs	UCP2
G2M/S NPCs	RHOA
G2M/S NPCs	KPNB1
G2M/S NPCs	SNRPB
G2M/S NPCs	TMEM97
G2M/S NPCs	TMEM47
G2M/S NPCs	ALDH7A1
G2M/S NPCs	PLIN3
G2M/S NPCs	PDIA6
G2M/S NPCs	XRCC6
G2M/S NPCs	CENPV
G2M/S NPCs	BSG
G2M/S NPCs	CTPS1
G2M/S NPCs	PUF60
G2M/S NPCs	SRP9
G2M/S NPCs	IFT57
G2M/S NPCs	HSP90B1
G2M/S NPCs	RHEB
G2M/S NPCs	SMC1A
G2M/S NPCs	SNRNP40
G2M/S NPCs	CNTFR
G2M/S NPCs	MDK
G2M/S NPCs	BAZ1A
G2M/S NPCs	ECI1
G2M/S NPCs	HNRNPUL1
G2M/S NPCs	MYBL2
G2M/S NPCs	PGRMC1
G2M/S NPCs	CEP70
G2M/S NPCs	CCDC167
G2M/S NPCs	EXOSC8
G2M/S NPCs	EIF4A3
G2M/S NPCs	NAP1L1
G2M/S NPCs	CDH2
G2M/S NPCs	TMEM98
G2M/S NPCs	CALU
G2M/S NPCs	KDELR2
G2M/S NPCs	NUDCD2
G2M/S NPCs	GMPS
G2M/S NPCs	HACD3
G2M/S NPCs	GNAI2
G2M/S NPCs	H2AFY2
G2M/S NPCs	PPP1CC
G2M/S NPCs	HNRNPD
G2M/S NPCs	HMGN3
G2M/S NPCs	CETN2
G2M/S NPCs	PHPT1
G2M/S NPCs	MAPRE1
G2M/S NPCs	SMARCB1
G2M/S NPCs	EMX2
G2M/S NPCs	CTNNAL1
G2M/S NPCs	CLU
G2M/S NPCs	ESD
G2M/S NPCs	COPZ1
G2M/S NPCs	MAGOH
G2M/S NPCs	POLR2G
G2M/S NPCs	HNRNPH3
G2M/S NPCs	WDR54
G2M/S NPCs	SDCBP
G2M/S NPCs	PDIA3
G2M/S NPCs	CBX5
G2M/S NPCs	TPI1
G2M/S NPCs	ATXN10
G2M/S NPCs	CRNDE
G2M/S NPCs	TECR
G2M/S NPCs	IDI1
G2M/S NPCs	SOX2
G2M/S NPCs	MEST
G2M/S NPCs	GDI2
G2M/S NPCs	DYNLL1
G2M/S NPCs	SFPQ
G2M/S NPCs	PSMC3
G2M/S NPCs	POLR2J
G2M/S NPCs	FEZF1-AS1
G2M/S NPCs	SNRPD1
G2M/S NPCs	FUS
G2M/S NPCs	SRSF1
G2M/S NPCs	PPP1CA
G2M/S NPCs	CBX1
G2M/S NPCs	ENO1
G2M/S NPCs	HAUS1
G2M/S NPCs	DCAF7
G2M/S NPCs	HNRNPM
G2M/S NPCs	TMEM230
G2M/S NPCs	ATP1B3
G2M/S NPCs	NASP
G2M/S NPCs	MCM3
G2M/S NPCs	PARP1
G2M/S NPCs	RPS27L
G2M/S NPCs	CTNNB1
G2M/S NPCs	CDK4
G2M/S NPCs	UBB
G2M/S NPCs	ID2
G2M/S NPCs	DUT
G2M/S NPCs	TUBA1C
G2M/S dorsal progenitors 1	KIAA0101
G2M/S dorsal progenitors 1	TYMS
G2M/S dorsal progenitors 1	HES1
G2M/S dorsal progenitors 1	LHX2
G2M/S dorsal progenitors 1	H2AFX
G2M/S dorsal progenitors 1	EMX2
G2M/S dorsal progenitors 1	CDT1
G2M/S dorsal progenitors 1	PBK
G2M/S dorsal progenitors 1	IFI44L
G2M/S dorsal progenitors 1	CDK1
G2M/S dorsal progenitors 1	CREB5
G2M/S dorsal progenitors 1	ATAD2
G2M/S dorsal progenitors 1	RRM2
G2M/S dorsal progenitors 1	CENPK
G2M/S dorsal progenitors 1	GLI3
G2M/S dorsal progenitors 1	DMRTA2
G2M/S dorsal progenitors 1	DHFR
G2M/S dorsal progenitors 1	CDCA5
G2M/S dorsal progenitors 1	SOX3
G2M/S dorsal progenitors 1	PCNA
G2M/S dorsal progenitors 1	AMBN
G2M/S dorsal progenitors 1	SPC25
G2M/S dorsal progenitors 1	FABP7
G2M/S dorsal progenitors 1	TTYH1
G2M/S dorsal progenitors 1	GPC1
G2M/S dorsal progenitors 1	GINS2
G2M/S dorsal progenitors 1	SMC4
G2M/S dorsal progenitors 1	NUSAP1
G2M/S dorsal progenitors 1	PTN
G2M/S dorsal progenitors 1	MYBL2
G2M/S dorsal progenitors 1	HES4
G2M/S dorsal progenitors 1	CA12
G2M/S dorsal progenitors 1	TK1
G2M/S dorsal progenitors 1	ORC6
G2M/S dorsal progenitors 1	HOPX
G2M/S dorsal progenitors 1	OLFM3
G2M/S dorsal progenitors 1	SLC1A3
G2M/S dorsal progenitors 1	TUBA1B
G2M/S dorsal progenitors 1	RAD51AP1
G2M/S dorsal progenitors 1	TOP2A
G2M/S dorsal progenitors 1	ESCO2
G2M/S dorsal progenitors 1	MXD3
G2M/S dorsal progenitors 1	C1orf61
G2M/S dorsal progenitors 1	PRC1
G2M/S dorsal progenitors 1	FGFBP3
G2M/S dorsal progenitors 1	VIM
G2M/S dorsal progenitors 1	EMX1
G2M/S dorsal progenitors 1	HEY1
G2M/S dorsal progenitors 1	UBE2T
G2M/S dorsal progenitors 1	FGFR3
G2M/S dorsal progenitors 1	CENPH
G2M/S dorsal progenitors 1	SMC2
G2M/S dorsal progenitors 1	HMGB1
G2M/S dorsal progenitors 1	NAP1L1
G2M/S dorsal progenitors 1	ID4
G2M/S dorsal progenitors 1	CKB
G2M/S dorsal progenitors 1	HIST1H4C
G2M/S dorsal progenitors 1	CDC45
G2M/S dorsal progenitors 1	DEK
G2M/S dorsal progenitors 1	MCM7
G2M/S dorsal progenitors 1	HMGB2
G2M/S dorsal progenitors 1	KIFC1
G2M/S dorsal progenitors 1	MKI67
G2M/S dorsal progenitors 1	BRCA1
G2M/S dorsal progenitors 1	MELK
G2M/S dorsal progenitors 1	CENPM
G2M/S dorsal progenitors 1	BTG3
G2M/S dorsal progenitors 1	DOK5
G2M/S dorsal progenitors 1	FANCA
G2M/S dorsal progenitors 1	PEA15
G2M/S dorsal progenitors 1	B3GAT2
G2M/S dorsal progenitors 1	FEN1
G2M/S dorsal progenitors 1	ZWINT
G2M/S dorsal progenitors 1	MCM10
G2M/S dorsal progenitors 1	FBXO5
G2M/S dorsal progenitors 1	GMNN
G2M/S dorsal progenitors 1	RNASEH2A
G2M/S dorsal progenitors 1	CLSPN
G2M/S dorsal progenitors 1	S1PR1
G2M/S dorsal progenitors 1	STXBP6
G2M/S dorsal progenitors 1	RRM1
G2M/S dorsal progenitors 1	DACH1
G2M/S dorsal progenitors 1	TMEM106C
G2M/S dorsal progenitors 1	EFNB2
G2M/S dorsal progenitors 1	XRCC2
G2M/S dorsal progenitors 1	PDLIM3
G2M/S dorsal progenitors 1	PAX6
G2M/S dorsal progenitors 1	IQGAP2
G2M/S dorsal progenitors 1	ASF1B
G2M/S dorsal progenitors 1	ZFP36L1
G2M/S dorsal progenitors 1	MASP1
G2M/S dorsal progenitors 1	NUF2
G2M/S dorsal progenitors 1	CENPQ
G2M/S dorsal progenitors 1	ABHD3
G2M/S dorsal progenitors 1	CHEK1
G2M/S dorsal progenitors 1	DUT
G2M/S dorsal progenitors 1	SYNE2
G2M/S dorsal progenitors 1	USP1
G2M/S dorsal progenitors 1	MND1
G2M/S dorsal progenitors 1	MAD2L1
G2M/S dorsal progenitors 1	CENPU
G2M/S dorsal progenitors 1	SOX2
G2M/S dorsal progenitors 1	ECI1
G2M/S dorsal progenitors 1	CHAF1A
G2M/S dorsal progenitors 1	CEP152
G2M/S dorsal progenitors 1	PKMYT1
G2M/S dorsal progenitors 1	EMP2
G2M/S dorsal progenitors 1	ARL6IP6
G2M/S dorsal progenitors 1	KIF15
G2M/S dorsal progenitors 1	CENPF
G2M/S dorsal progenitors 1	CDK2
G2M/S dorsal progenitors 1	PLPP3
G2M/S dorsal progenitors 1	E2F1
G2M/S dorsal progenitors 1	MCM2
G2M/S dorsal progenitors 1	LEF1
G2M/S dorsal progenitors 1	DNAJC9
G2M/S dorsal progenitors 1	CCNE2
G2M/S dorsal progenitors 1	HELLS
G2M/S dorsal progenitors 1	MMS22L
G2M/S dorsal progenitors 1	HJURP
G2M/S dorsal progenitors 1	LINC01551
G2M/S dorsal progenitors 1	DTL
G2M/S dorsal progenitors 1	ATAD5
G2M/S dorsal progenitors 1	EFNB1
G2M/S dorsal progenitors 1	IDH2
G2M/S dorsal progenitors 1	SOX21
G2M/S dorsal progenitors 1	PXMP2
G2M/S dorsal progenitors 1	FBLN1
G2M/S dorsal progenitors 1	PRKCB
G2M/S dorsal progenitors 1	AURKB
G2M/S dorsal progenitors 1	WDR76
G2M/S dorsal progenitors 1	SGOL1
G2M/S dorsal progenitors 1	BARD1
G2M/S dorsal progenitors 1	CMBL
G2M/S dorsal progenitors 1	HMGN2
G2M/S dorsal progenitors 1	HES5
G2M/S dorsal progenitors 1	MCM4
G2M/S dorsal progenitors 1	LIG1
G2M/S dorsal progenitors 1	DSN1
G2M/S dorsal progenitors 1	MZT2B
G2M/S dorsal progenitors 1	H1FX
G2M/S dorsal progenitors 1	KIF22
G2M/S dorsal progenitors 1	CCNA2
G2M/S dorsal progenitors 1	NDC80
G2M/S dorsal progenitors 1	CHST10
G2M/S dorsal progenitors 1	GNAI2
G2M/S dorsal progenitors 1	PHLDA1
G2M/S dorsal progenitors 1	UHRF1
G2M/S dorsal progenitors 1	SOX9
G2M/S dorsal progenitors 1	MT3
G2M/S dorsal progenitors 1	GINS4
G2M/S dorsal progenitors 1	CKAP2L
G2M/S dorsal progenitors 1	GTSE1
G2M/S dorsal progenitors 1	HIRIP3
G2M/S dorsal progenitors 1	PHGDH
G2M/S dorsal progenitors 1	BRCA2
G2M/S dorsal progenitors 1	LTBP4
G2M/S dorsal progenitors 1	FDPS
G2M/S dorsal progenitors 1	H2AFY
G2M/S dorsal progenitors 1	COL11A1
G2M/S dorsal progenitors 1	CCND2
G2M/S dorsal progenitors 1	CDCA7
G2M/S dorsal progenitors 1	SCML1
G2M/S dorsal progenitors 1	WDR34
G2M/S dorsal progenitors 1	C21orf58
G2M/S dorsal progenitors 1	CEP135
G2M/S dorsal progenitors 1	POLD3
G2M/S dorsal progenitors 1	NR2F1
G2M/S dorsal progenitors 1	INTU
G2M/S dorsal progenitors 1	RFC4
G2M/S dorsal progenitors 1	METRN
G2M/S dorsal progenitors 1	NFIA
G2M/S dorsal progenitors 1	PON2
G2M/S dorsal progenitors 1	CHAF1B
G2M/S dorsal progenitors 1	GGH
G2M/S dorsal progenitors 1	EMP3
G2M/S dorsal progenitors 1	LTBP1
G2M/S dorsal progenitors 1	MASTL
G2M/S dorsal progenitors 1	CKS1B
G2M/S dorsal progenitors 1	TUBB6
G2M/S dorsal progenitors 1	CD99
G2M/S dorsal progenitors 1	IDI1
G2M/S dorsal progenitors 1	CCDC109B
G2M/S dorsal progenitors 1	LMNB1
G2M/S dorsal progenitors 1	RPS24
G2M/S dorsal progenitors 1	PHIP
G2M/S dorsal progenitors 1	NCALD
G2M/S dorsal progenitors 1	MDM1
G2M/S dorsal progenitors 1	NFE2L2
G2M/S dorsal progenitors 1	HADH
G2M/S dorsal progenitors 1	BAZ1A
G2M/S dorsal progenitors 1	CDCA4
G2M/S dorsal progenitors 1	MCM3
G2M/S dorsal progenitors 1	HIST1H1C
G2M/S dorsal progenitors 1	RAD51
G2M/S dorsal progenitors 1	RACGAP1
G2M/S dorsal progenitors 1	BIRC5
G2M/S dorsal progenitors 1	VCAN
G2M/S dorsal progenitors 1	QKI
G2M/S dorsal progenitors 1	DNMT1
G2M/S dorsal progenitors 1	RPA2
G2M/S dorsal progenitors 1	SFRP1
G2M/S dorsal progenitors 1	FOXP1
G2M/S dorsal progenitors 1	H2AFV
G2M/S dorsal progenitors 1	IER5
G2M/S dorsal progenitors 1	CNTFR
G2M/S dorsal progenitors 1	FOXM1
G2M/S dorsal progenitors 1	LGALS3BP
G2M/S dorsal progenitors 1	NCAPG
G2M/S dorsal progenitors 1	HMGCS1
G2M/S dorsal progenitors 1	SPC24
G2M/S dorsal progenitors 1	SNCAIP
G2M/S dorsal progenitors 1	VRK1
G2M/S dorsal progenitors 1	CTNNAL1
G2M/S dorsal progenitors 1	CNTLN
G2M/S dorsal progenitors 1	RFC5
G2M/S dorsal progenitors 1	PTPRZ1
G2M/S dorsal progenitors 1	TMEM97
G2M/S dorsal progenitors 1	EZH2
G2M/S dorsal progenitors 1	TUBB
G2M/S dorsal progenitors 1	CENPN
G2M/S dorsal progenitors 1	ACYP1
G2M/S dorsal progenitors 1	ACAT2
G2M/S dorsal progenitors 1	DIAPH3
G2M/S dorsal progenitors 1	H2AFZ
G2M/S dorsal progenitors 1	PPIF
G2M/S dorsal progenitors 1	RPA3
G2M/S dorsal progenitors 1	CDC6
G2M/S dorsal progenitors 1	RFC1
G2M/S dorsal progenitors 1	FILIP1
G2M/S dorsal progenitors 1	RPS27L
G2M/S dorsal progenitors 1	NFIC
G2M/S dorsal progenitors 1	MACROD1
G2M/S dorsal progenitors 1	FOXG1
G2M/S dorsal progenitors 1	MCM5
G2M/S dorsal progenitors 1	TSPO
G2M/S dorsal progenitors 1	FAM64A
G2M/S dorsal progenitors 1	ACTR3B
G2M/S dorsal progenitors 1	TMEM161B-AS1
G2M/S dorsal progenitors 1	SLF1
G2M/S dorsal progenitors 1	PPIA
G2M/S dorsal progenitors 1	MIS18BP1
G2M/S dorsal progenitors 1	TUBB4B
G2M/S dorsal progenitors 1	RHOC
G2M/S dorsal progenitors 1	CDCA7L
G2M/S dorsal progenitors 1	PSME1
G2M/S dorsal progenitors 1	SCD
G2M/S dorsal progenitors 1	C19orf48
G2M/S dorsal progenitors 1	NASP
G2M/S dorsal progenitors 1	EXOG
G2M/S dorsal progenitors 1	HAT1
G2M/S dorsal progenitors 1	RBBP7
G2M/S dorsal progenitors 1	SEPT11
G2M/S dorsal progenitors 1	FDFT1
G2M/S dorsal progenitors 1	IGF2BP2
G2M/S dorsal progenitors 1	SVIP
G2M/S dorsal progenitors 1	CENPW
G2M/S dorsal progenitors 1	HSPB11
G2M/S dorsal progenitors 1	NUCKS1
G2M/S dorsal progenitors 1	TMPO
G2M/S dorsal progenitors 1	RBBP4
G2M/S dorsal progenitors 1	CDK4
G2M/S dorsal progenitors 1	FAM92A1
G2M/S dorsal progenitors 1	NENF
G2M/S dorsal progenitors 1	TMSB15A
G2M/S dorsal progenitors 1	ZMAT3
G2M/S dorsal progenitors 1	SAE1
G2M/S dorsal progenitors 1	MSMO1
G2M/S dorsal progenitors 1	PSMC3IP
G2M/S dorsal progenitors 1	SQLE
G2M/S dorsal progenitors 1	NKAIN3
G2M/S dorsal progenitors 1	B2M
G2M/S dorsal progenitors 1	SAC3D1
G2M/S dorsal progenitors 1	MID1
G2M/S dorsal progenitors 1	RFC3
G2M/S dorsal progenitors 1	RFC2
G2M/S dorsal progenitors 1	NT5DC2
G2M/S dorsal progenitors 1	ISYNA1
G2M/S dorsal progenitors 1	AKR7A2
G2M/S dorsal progenitors 1	CCDC14
G2M/S dorsal progenitors 1	CNP
G2M/S dorsal progenitors 1	LIMS1
G2M/S dorsal progenitors 1	LINC00461
G2M/S dorsal progenitors 1	ITGB3BP
G2M/S dorsal progenitors 1	RPA1
G2M/S dorsal progenitors 1	RHOA
G2M/S dorsal progenitors 1	GLO1
G2M/S dorsal progenitors 1	FUS
G2M/S dorsal progenitors 1	AHI1
G2M/S dorsal progenitors 1	HMGN5
G2M/S dorsal progenitors 1	TSPAN5
G2M/S dorsal progenitors 1	NUP107
G2M/S dorsal progenitors 1	SSRP1
G2M/S dorsal progenitors 1	WHSC1
G2M/S dorsal progenitors 1	BRD7
G2M/S dorsal progenitors 1	CCDC34
G2M/S dorsal progenitors 1	SNRPB
G2M/S dorsal progenitors 1	PA2G4
G2M/S dorsal progenitors 1	HSPB1
G2M/S dorsal progenitors 1	RMI2
G2M/S dorsal progenitors 1	TSEN34
G2M/S dorsal progenitors 1	MMAB
G2M/S dorsal progenitors 1	ANAPC11
G2M/S dorsal progenitors 1	HMGXB4
G2M/S dorsal progenitors 1	JUN
G2M/S dorsal progenitors 1	CMC2
G2M/S dorsal progenitors 1	CENPV
G2M/S dorsal progenitors 1	TRIM28
G2M/S dorsal progenitors 1	DHCR7
G2M/S dorsal progenitors 1	SUZ12
G2M/S dorsal progenitors 1	FADS1
G2M/S dorsal progenitors 1	PTBP1
G2M/S dorsal progenitors 1	C9orf142
G2M/S dorsal progenitors 1	DCXR
G2M/S dorsal progenitors 1	SRSF10
G2M/S dorsal progenitors 1	FJX1
G2M/S dorsal progenitors 1	DNAJB1
G2M/S dorsal progenitors 1	MCM6
G2M/S dorsal progenitors 1	PIGX
G2M/S dorsal progenitors 1	GMPS
